Individual	Region	Longtitude	Latitude	Time	Collected_Time	Collected_Region	Hos_Taxo
M2112DBH02	M2112DB	111.02	21.52	202112	2021-Winter	DB	Suncus murinus
M2112DBH03	M2112DB	111.02	21.52	202112	2021-Winter	DB	Suncus murinus
M2112DBH04	M2112DB	111.02	21.52	202112	2021-Winter	DB	Suncus murinus
M2112DBH05	M2112DB	111.02	21.52	202112	2021-Winter	DB	Suncus murinus
M2112DBH06	M2112DB	111.02	21.52	202112	2021-Winter	DB	Suncus murinus
M2112DBH07	M2112DB	111.02	21.52	202112	2021-Winter	DB	Suncus murinus
M2112DBH08	M2112DB	111.02	21.52	202112	2021-Winter	DB	Suncus murinus
M2112DBH10	M2112DB	111.02	21.52	202112	2021-Winter	DB	Rattus tanezumi
M2112DBH11	M2112DB	111.02	21.52	202112	2021-Winter	DB	Rattus norvegicus
M2112DBH12	M2112DB	111.02	21.52	202112	2021-Winter	DB	Rattus norvegicus
M2112DBH13	M2112DB	111.02	21.52	202112	2021-Winter	DB	Rattus norvegicus
M2112DBH14	M2112DB	111.02	21.52	202112	2021-Winter	DB	Rattus norvegicus
M2112DBH15	M2112DB	111.02	21.52	202112	2021-Winter	DB	Rattus norvegicus
M2112DBH16	M2112DB	111.02	21.52	202112	2021-Winter	DB	Rattus norvegicus
M2112DBH17	M2112DB	111.02	21.52	202112	2021-Winter	DB	Rattus norvegicus
M2112DBH18	M2112DB	111.02	21.52	202112	2021-Winter	DB	Rattus norvegicus
M2112DBH19	M2112DB	111.02	21.52	202112	2021-Winter	DB	Rattus norvegicus
M2112DBH20	M2112DB	111.02	21.52	202112	2021-Winter	DB	Rattus norvegicus
M2112DBH21	M2112DB	111.02	21.52	202112	2021-Winter	DB	Rattus norvegicus
M2112DBH22	M2112DB	111.02	21.52	202112	2021-Winter	DB	Rattus norvegicus
M2112DBH23	M2112DB	111.02	21.52	202112	2021-Winter	DB	Rattus norvegicus
M2112DBH24	M2112DB	111.02	21.52	202112	2021-Winter	DB	Rattus tanezumi
M2112DBH25	M2112DB	111.02	21.52	202112	2021-Winter	DB	Rattus norvegicus
M2112DBH26	M2112DB	111.02	21.52	202112	2021-Winter	DB	Rattus tanezumi
M2112DBH27	M2112DB	111.02	21.52	202112	2021-Winter	DB	Rattus tanezumi
M2112DBH28	M2112DB	111.02	21.52	202112	2021-Winter	DB	Rattus tanezumi
M2112DBH29	M2112DB	111.02	21.52	202112	2021-Winter	DB	Rattus tanezumi
M2112DBH30	M2112DB	111.02	21.52	202112	2021-Winter	DB	Rattus tanezumi
M2112DBH31	M2112DB	111.02	21.52	202112	2021-Winter	DB	Rattus tanezumi
M2112DBH32	M2112DB	111.02	21.52	202112	2021-Winter	DB	Rattus tanezumi
M2112DBH33	M2112DB	111.04	21.63	202112	2021-Winter	DB	Bandicota indica
M2112DBH34	M2112DB	111.04	21.63	202112	2021-Winter	DB	Bandicota indica
M2112DBH35	M2112DB	111.04	21.63	202112	2021-Winter	DB	Bandicota indica
M2112DBH36	M2112DB	111.04	21.63	202112	2021-Winter	DB	Bandicota indica
M2112DBH37	M2112DB	111.04	21.63	202112	2021-Winter	DB	Bandicota indica
M2112DBH38	M2112DB	111.04	21.63	202112	2021-Winter	DB	Bandicota indica
M2112DBH39	M2112DB	111.04	21.63	202112	2021-Winter	DB	Bandicota indica
M2112DBH40	M2112DB	111.04	21.63	202112	2021-Winter	DB	Bandicota indica
M2112DBH41	M2112DB	111.04	21.63	202112	2021-Winter	DB	Bandicota indica
M2112DBH42	M2112DB	111.04	21.63	202112	2021-Winter	DB	Bandicota indica
M2112DBH43	M2112DB	111.04	21.63	202112	2021-Winter	DB	Bandicota indica
M2112DBH44	M2112DB	111.04	21.63	202112	2021-Winter	DB	Bandicota indica
M2112DBH45	M2112DB	111.04	21.63	202112	2021-Winter	DB	Bandicota indica
M2112DBH46	M2112DB	111.04	21.63	202112	2021-Winter	DB	Bandicota indica
M2112DBH47	M2112DB	111.04	21.63	202112	2021-Winter	DB	Bandicota indica
M2112DBH48	M2112DB	111.04	21.63	202112	2021-Winter	DB	Rattus norvegicus
M2112DBH49	M2112DB	111.04	21.63	202112	2021-Winter	DB	Rattus norvegicus
M2112DBH50	M2112DB	111.04	21.63	202112	2021-Winter	DB	Rattus norvegicus
M2112DBH51	M2112DB	111.04	21.63	202112	2021-Winter	DB	Bandicota indica
M2112DBH52	M2112DB	111.04	21.63	202112	2021-Winter	DB	Bandicota indica
M2112DBH53	M2112DB	111.04	21.63	202112	2021-Winter	DB	Bandicota indica
M2112DBH54	M2112DB	111.04	21.63	202112	2021-Winter	DB	Rattus norvegicus
M2112DBH55	M2112DB	111.04	21.63	202112	2021-Winter	DB	Rattus losea
M2112DBH56	M2112DB	111.04	21.63	202112	2021-Winter	DB	Rattus norvegicus
M2112DBH57	M2112DB	111.04	21.63	202112	2021-Winter	DB	Rattus norvegicus
M2112DBH58	M2112DB	111.04	21.63	202112	2021-Winter	DB	Bandicota indica
M2112DBH60	M2112DB	111.04	21.63	202112	2021-Winter	DB	Rattus norvegicus
M2112DBH61	M2112DB	111.04	21.63	202112	2021-Winter	DB	Rattus norvegicus
M2112DBH62	M2112DB	111.04	21.63	202112	2021-Winter	DB	Rattus norvegicus
M2112DBH63	M2112DB	111.04	21.63	202112	2021-Winter	DB	Bandicota indica
M2112ZJBCSW119	M2112ZJ	110.3094444	21.26861111	202112	2021-Winter	ZJ	Bandicota indica
M2112ZJBCSW120	M2112ZJ	110.3094444	21.26861111	202112	2021-Winter	ZJ	Bandicota indica
M2112ZJBCSW121	M2112ZJ	110.3094444	21.26861111	202112	2021-Winter	ZJ	Bandicota indica
M2112ZJBCSW122	M2112ZJ	110.3094444	21.26861111	202112	2021-Winter	ZJ	Bandicota indica
M2112ZJBCSW123	M2112ZJ	110.3094444	21.26861111	202112	2021-Winter	ZJ	Bandicota indica
M2112ZJBCSW124	M2112ZJ	110.3094444	21.26861111	202112	2021-Winter	ZJ	Bandicota indica
M2112ZJCQJH149	M2112ZJ	110.3297222	21.29083333	202112	2021-Winter	ZJ	Suncus murinus
M2112ZJCQJH150	M2112ZJ	110.3297222	21.29083333	202112	2021-Winter	ZJ	Suncus murinus
M2112ZJCQJH151	M2112ZJ	110.3297222	21.29083333	202112	2021-Winter	ZJ	Suncus murinus
M2112ZJHJSH129	M2112ZJ	110.3297222	21.29083333	202112	2021-Winter	ZJ	Rattus norvegicus
M2112ZJHJSH130	M2112ZJ	110.3297222	21.29083333	202112	2021-Winter	ZJ	Rattus norvegicus
M2112ZJHJSH132	M2112ZJ	110.3297222	21.29083333	202112	2021-Winter	ZJ	Rattus norvegicus
M2112ZJHJSH133	M2112ZJ	110.3297222	21.29083333	202112	2021-Winter	ZJ	Rattus norvegicus
M2112ZJHJSH134	M2112ZJ	110.3297222	21.29083333	202112	2021-Winter	ZJ	Rattus norvegicus
M2112ZJHJSH135	M2112ZJ	110.3263889	21.27083333	202112	2021-Winter	ZJ	Rattus norvegicus
M2112ZJHJSW114	M2112ZJ	110.3094444	21.26861111	202112	2021-Winter	ZJ	Bandicota indica
M2112ZJHJSW115	M2112ZJ	110.3094444	21.26861111	202112	2021-Winter	ZJ	Rattus norvegicus
M2112ZJHMSW126	M2112ZJ	110.3094444	21.26861111	202112	2021-Winter	ZJ	Rattus losea
M2112ZJHMSW127	M2112ZJ	110.3094444	21.26861111	202112	2021-Winter	ZJ	Rattus losea
M2112ZJHMSW128	M2112ZJ	110.3094444	21.26861111	202112	2021-Winter	ZJ	Rattus losea
M2112ZJHXSH137	M2112ZJ	110.325	21.27083333	202112	2021-Winter	ZJ	Rattus tanezumi
M2112ZJHXSH138	M2112ZJ	110.3252778	21.27083333	202112	2021-Winter	ZJ	Rattus tanezumi
M2112ZJHXSH139	M2112ZJ	110.3230556	21.27083333	202112	2021-Winter	ZJ	Rattus tanezumi
M2112ZJHXSH140	M2112ZJ	110.3233333	21.27083333	202112	2021-Winter	ZJ	Rattus tanezumi
M2112ZJHXSH141	M2112ZJ	110.3236111	21.27083333	202112	2021-Winter	ZJ	Rattus tanezumi
M2112ZJHXSH143	M2112ZJ	110.3252778	21.27083333	202112	2021-Winter	ZJ	Rattus tanezumi
M2112ZJHXSH144	M2112ZJ	110.3255556	21.27083333	202112	2021-Winter	ZJ	Rattus tanezumi
M2112ZJHXSH145	M2112ZJ	110.3258333	21.27083333	202112	2021-Winter	ZJ	Rattus tanezumi
M2112ZJHXSH146	M2112ZJ	110.3261111	21.27083333	202112	2021-Winter	ZJ	Rattus tanezumi
M2112ZJHXSH147	M2112ZJ	110.3263889	21.27083333	202112	2021-Winter	ZJ	Rattus tanezumi
M2112ZJHXSH148	M2112ZJ	110.3263889	21.27083333	202112	2021-Winter	ZJ	Rattus tanezumi
M2112ZJWDSW116	M2112ZJ	110.3094444	21.26861111	202112	2021-Winter	ZJ	Rattus andamanensis
M2112ZJWDSW117	M2112ZJ	110.3094444	21.26861111	202112	2021-Winter	ZJ	Rattus andamanensis
M2112ZJWDSW118	M2112ZJ	110.3094444	21.26861111	202112	2021-Winter	ZJ	Rattus andamanensis
M2201APBCSW090	M2201AP	110.1133333	21.53916667	202201	2021-Winter	AP	Bandicota indica
M2201APBCSW091	M2201AP	110.1133333	21.53916667	202201	2021-Winter	AP	Bandicota indica
M2201APBCSW092	M2201AP	110.1133333	21.53916667	202201	2021-Winter	AP	Bandicota indica
M2201APBCSW093	M2201AP	110.1133333	21.53916667	202201	2021-Winter	AP	Bandicota indica
M2201APBCSW094	M2201AP	110.1133333	21.53916667	202201	2021-Winter	AP	Bandicota indica
M2201APBCSW095	M2201AP	110.1347222	21.47888889	202201	2021-Winter	AP	Bandicota indica
M2201APBCSW096	M2201AP	110.1347222	21.47888889	202201	2021-Winter	AP	Bandicota indica
M2201APBCSW097	M2201AP	110.1347222	21.47888889	202201	2021-Winter	AP	Bandicota indica
M2201APBCSW098	M2201AP	110.1347222	21.47888889	202201	2021-Winter	AP	Bandicota indica
M2201APBCSW099	M2201AP	110.1347222	21.47888889	202201	2021-Winter	AP	Bandicota indica
M2201APBCSW102	M2201AP	110.1038889	21.47777778	202201	2021-Winter	AP	Bandicota indica
M2201APBCSW103	M2201AP	110.1038889	21.47777778	202201	2021-Winter	AP	Bandicota indica
M2201APBCSW104	M2201AP	110.1038889	21.47777778	202201	2021-Winter	AP	Bandicota indica
M2201APCQJH064	M2201AP	110.1338889	21.54361111	202201	2021-Winter	AP	Suncus murinus
M2201APCQJH065	M2201AP	110.1338889	21.54361111	202201	2021-Winter	AP	Suncus murinus
M2201APCQJH066	M2201AP	110.1338889	21.54361111	202201	2021-Winter	AP	Suncus murinus
M2201APCQJH067	M2201AP	110.1338889	21.54361111	202201	2021-Winter	AP	Suncus murinus
M2201APCQJH068	M2201AP	110.1338889	21.54361111	202201	2021-Winter	AP	Suncus murinus
M2201APCQJH071	M2201AP	110.1338889	21.54361111	202201	2021-Winter	AP	Suncus murinus
M2201APCQJH072	M2201AP	110.1338889	21.54361111	202201	2021-Winter	AP	Suncus murinus
M2201APCQJH073	M2201AP	110.1338889	21.54361111	202201	2021-Winter	AP	Suncus murinus
M2201APCQJH075	M2201AP	110.1338889	21.54361111	202201	2021-Winter	AP	Suncus murinus
M2201APCQJH076	M2201AP	110.1338889	21.54361111	202201	2021-Winter	AP	Suncus murinus
M2201APCQJH077	M2201AP	110.1338889	21.54361111	202201	2021-Winter	AP	Suncus murinus
M2201APCQJH078	M2201AP	110.1338889	21.54361111	202201	2021-Winter	AP	Suncus murinus
M2201APHJSH088	M2201AP	110.1338889	21.54361111	202201	2021-Winter	AP	Rattus norvegicus
M2201APHJSH089	M2201AP	110.1338889	21.54361111	202201	2021-Winter	AP	Rattus tanezumi
M2201APHWSW105	M2201AP	110.1133333	21.53916667	202201	2021-Winter	AP	Berylmys sp.
M2201APHXSH079	M2201AP	110.1338889	21.54361111	202201	2021-Winter	AP	Rattus tanezumi
M2201APHXSH080	M2201AP	110.1338889	21.54361111	202201	2021-Winter	AP	Rattus tanezumi
M2201APHXSH081	M2201AP	110.1338889	21.54361111	202201	2021-Winter	AP	Rattus tanezumi
M2201APHXSH082	M2201AP	110.1338889	21.54361111	202201	2021-Winter	AP	Rattus tanezumi
M2201APHXSH083	M2201AP	110.1338889	21.54361111	202201	2021-Winter	AP	Rattus tanezumi
M2201APHXSH084	M2201AP	110.1338889	21.54361111	202201	2021-Winter	AP	Rattus tanezumi
M2201APHXSH085	M2201AP	110.1338889	21.54361111	202201	2021-Winter	AP	Rattus tanezumi
M2201APHXSH086	M2201AP	110.1338889	21.54361111	202201	2021-Winter	AP	Rattus tanezumi
M2201APHXSH087	M2201AP	110.1338889	21.54361111	202201	2021-Winter	AP	Rattus andamanensis
M2201APXTSW108	M2201AP	110.1347222	21.47888889	202201	2021-Winter	AP	Mus caroli
M2201APXTSW109	M2201AP	110.1347222	21.47888889	202201	2021-Winter	AP	Mus caroli
M2201APXTSW112	M2201AP	110.1038889	21.47777778	202201	2021-Winter	AP	Mus caroli
M2201APXTSW113	M2201AP	110.1038889	21.47777778	202201	2021-Winter	AP	Mus caroli
M2201APXTSW114	M2201AP	110.1038889	21.47777778	202201	2021-Winter	AP	Mus caroli
M2201ZJBCSW152	M2201ZJ	110.2738889	21.23916667	202201	2021-Winter	ZJ	Bandicota indica
M2201ZJBCSW153	M2201ZJ	110.2738889	21.23916667	202201	2021-Winter	ZJ	Bandicota indica
M2201ZJBCSW154	M2201ZJ	110.2738889	21.23916667	202201	2021-Winter	ZJ	Bandicota indica
M2201ZJBCSW155	M2201ZJ	110.2738889	21.23916667	202201	2021-Winter	ZJ	Bandicota indica
M2201ZJBCSW156	M2201ZJ	110.2738889	21.23916667	202201	2021-Winter	ZJ	Bandicota indica
M2201ZJBCSW157	M2201ZJ	110.2738889	21.23916667	202201	2021-Winter	ZJ	Bandicota indica
M2201ZJBCSW158	M2201ZJ	110.2738889	21.23916667	202201	2021-Winter	ZJ	Bandicota indica
M2201ZJBCSW159	M2201ZJ	110.2738889	21.23916667	202201	2021-Winter	ZJ	Bandicota indica
M2201ZJHJSH174	M2201ZJ	110.3291667	21.24944444	202201	2021-Winter	ZJ	Rattus norvegicus
M2201ZJHJSH175	M2201ZJ	110.3291667	21.24944444	202201	2021-Winter	ZJ	Rattus norvegicus
M2201ZJHJSH176	M2201ZJ	110.3291667	21.24944444	202201	2021-Winter	ZJ	Rattus norvegicus
M2201ZJHJSH177	M2201ZJ	110.3291667	21.24944444	202201	2021-Winter	ZJ	Rattus tanezumi
M2201ZJHJSH179	M2201ZJ	110.3291667	21.24944444	202201	2021-Winter	ZJ	Rattus tanezumi
M2201ZJHMSW161	M2201ZJ	110.2738889	21.23916667	202201	2021-Winter	ZJ	Rattus losea
M2201ZJHMSW162	M2201ZJ	110.2738889	21.23916667	202201	2021-Winter	ZJ	Rattus losea
M2201ZJHMSW163	M2201ZJ	110.2738889	21.23916667	202201	2021-Winter	ZJ	Rattus losea
M2201ZJHMSW164	M2201ZJ	110.2738889	21.23916667	202201	2021-Winter	ZJ	Rattus losea
M2201ZJHMSW165	M2201ZJ	110.2738889	21.23916667	202201	2021-Winter	ZJ	Rattus losea
M2201ZJHMSW166	M2201ZJ	110.2738889	21.23916667	202201	2021-Winter	ZJ	Rattus losea
M2201ZJHMSW167	M2201ZJ	110.2738889	21.23916667	202201	2021-Winter	ZJ	Rattus losea
M2201ZJHMSW169	M2201ZJ	110.2738889	21.23916667	202201	2021-Winter	ZJ	Rattus losea
M2201ZJHMSW170	M2201ZJ	110.2738889	21.23916667	202201	2021-Winter	ZJ	Rattus losea
M2201ZJHXSH180	M2201ZJ	110.3291667	21.24944444	202201	2021-Winter	ZJ	Rattus tanezumi
M2201ZJHXSH181	M2201ZJ	110.3291667	21.24944444	202201	2021-Winter	ZJ	Rattus tanezumi
M2204APBCSW278	M2204AP	110.2016667	21.51777778	202204	2022-Spring	AP	Bandicota indica
M2204APBCSW279	M2204AP	110.2016667	21.51777778	202204	2022-Spring	AP	Bandicota indica
M2204APBCSW280	M2204AP	110.2016667	21.51777778	202204	2022-Spring	AP	Bandicota indica
M2204APBCSW281	M2204AP	110.2016667	21.51777778	202204	2022-Spring	AP	Bandicota indica
M2204APBCSW282	M2204AP	110.1488889	21.44888889	202204	2022-Spring	AP	Rattus tanezumi
M2204APBCSW283	M2204AP	110.1488889	21.44888889	202204	2022-Spring	AP	Bandicota indica
M2204APBCSW284	M2204AP	110.1488889	21.44888889	202204	2022-Spring	AP	Bandicota indica
M2204APBCSW285	M2204AP	110.1488889	21.44888889	202204	2022-Spring	AP	Bandicota indica
M2204APBCSW286	M2204AP	110.3088889	21.685	202204	2022-Spring	AP	Rattus tanezumi
M2204APBCSW287	M2204AP	110.3088889	21.685	202204	2022-Spring	AP	Rattus tanezumi
M2204APBCSW288	M2204AP	110.3088889	21.685	202204	2022-Spring	AP	Bandicota indica
M2204APBCSW289	M2204AP	110.3088889	21.685	202204	2022-Spring	AP	Bandicota indica
M2204APBCSW290	M2204AP	110.3088889	21.685	202204	2022-Spring	AP	Bandicota indica
M2204APBCSW291	M2204AP	110.3088889	21.685	202204	2022-Spring	AP	Bandicota indica
M2204APBCSW292	M2204AP	110.3088889	21.685	202204	2022-Spring	AP	Bandicota indica
M2204APCQJH241	M2204AP	110.1588889	21.56555556	202204	2022-Spring	AP	Suncus murinus
M2204APCQJH242	M2204AP	110.1588889	21.56555556	202204	2022-Spring	AP	Suncus murinus
M2204APCQJH243	M2204AP	110.1588889	21.56555556	202204	2022-Spring	AP	Suncus murinus
M2204APCQJH245	M2204AP	110.1588889	21.56555556	202204	2022-Spring	AP	Suncus murinus
M2204APCQJH246	M2204AP	110.1588889	21.56555556	202204	2022-Spring	AP	Suncus murinus
M2204APCQJH247	M2204AP	110.3347222	21.62194444	202204	2022-Spring	AP	Rattus norvegicus
M2204APCQJH248	M2204AP	110.3347222	21.62194444	202204	2022-Spring	AP	Rattus norvegicus
M2204APCQJH249	M2204AP	110.3347222	21.62194444	202204	2022-Spring	AP	Suncus murinus
M2204APCQJH250	M2204AP	110.3347222	21.62194444	202204	2022-Spring	AP	Suncus murinus
M2204APCQJH251	M2204AP	110.3347222	21.62194444	202204	2022-Spring	AP	Suncus murinus
M2204APCQJH252	M2204AP	110.3347222	21.62194444	202204	2022-Spring	AP	Suncus murinus
M2204APHJSH253	M2204AP	110.1588889	21.56555556	202204	2022-Spring	AP	Bandicota indica
M2204APHJSH254	M2204AP	110.1588889	21.56555556	202204	2022-Spring	AP	Rattus norvegicus
M2204APHJSH255	M2204AP	110.1588889	21.56555556	202204	2022-Spring	AP	Rattus norvegicus
M2204APHJSH256	M2204AP	110.1588889	21.56555556	202204	2022-Spring	AP	Rattus norvegicus
M2204APHJSH257	M2204AP	110.1588889	21.56555556	202204	2022-Spring	AP	Rattus norvegicus
M2204APHJSH259	M2204AP	110.3347222	21.62194444	202204	2022-Spring	AP	Rattus norvegicus
M2204APHJSH261	M2204AP	110.3347222	21.62194444	202204	2022-Spring	AP	Rattus norvegicus
M2204APHJSH262	M2204AP	110.3347222	21.62194444	202204	2022-Spring	AP	Rattus norvegicus
M2204APHJSH263	M2204AP	110.3347222	21.62194444	202204	2022-Spring	AP	Rattus norvegicus
M2204APHJSH264	M2204AP	110.3347222	21.62194444	202204	2022-Spring	AP	Rattus norvegicus
M2204APHMSW293	M2204AP	110.3088889	21.685	202204	2022-Spring	AP	Bandicota indica
M2204APHMSW294	M2204AP	110.3088889	21.685	202204	2022-Spring	AP	Bandicota indica
M2204APHMSW295	M2204AP	110.3088889	21.685	202204	2022-Spring	AP	Rattus losea
M2204APHMSW296	M2204AP	110.3088889	21.685	202204	2022-Spring	AP	Rattus losea
M2204APHMSW297	M2204AP	110.0613889	21.4725	202204	2022-Spring	AP	Bandicota indica
M2204APHXSH266	M2204AP	110.1588889	21.56555556	202204	2022-Spring	AP	Rattus tanezumi
M2204APHXSH267	M2204AP	110.1588889	21.56555556	202204	2022-Spring	AP	Rattus tanezumi
M2204APHXSH268	M2204AP	110.1588889	21.56555556	202204	2022-Spring	AP	Rattus tanezumi
M2204APHXSH269	M2204AP	110.1588889	21.56555556	202204	2022-Spring	AP	Rattus tanezumi
M2204APHXSH270	M2204AP	110.1588889	21.56555556	202204	2022-Spring	AP	Bandicota indica
M2204APHXSH271	M2204AP	110.1588889	21.56555556	202204	2022-Spring	AP	Rattus norvegicus
M2204APHXSH272	M2204AP	110.3347222	21.62194444	202204	2022-Spring	AP	Rattus losea
M2204APHXSH273	M2204AP	110.3347222	21.62194444	202204	2022-Spring	AP	Rattus losea
M2204APHXSH274	M2204AP	110.3347222	21.62194444	202204	2022-Spring	AP	Rattus losea
M2204APHXSH275	M2204AP	110.3347222	21.62194444	202204	2022-Spring	AP	Rattus tanezumi
M2204APHXSH276	M2204AP	110.3347222	21.62194444	202204	2022-Spring	AP	Rattus norvegicus
M2204APHXSH277	M2204AP	110.3347222	21.62194444	202204	2022-Spring	AP	Rattus norvegicus
M2204APXTSW298	M2204AP	110.0613889	21.4725	202204	2022-Spring	AP	Suncus murinus
M2204ZJBCSW223	M2204ZJ	110.2675	21.23277778	202204	2022-Spring	ZJ	Bandicota indica
M2204ZJBCSW224	M2204ZJ	110.2675	21.23277778	202204	2022-Spring	ZJ	Bandicota indica
M2204ZJBCSW225	M2204ZJ	110.2675	21.23277778	202204	2022-Spring	ZJ	Bandicota indica
M2204ZJBCSW227	M2204ZJ	110.2675	21.23277778	202204	2022-Spring	ZJ	Bandicota indica
M2204ZJBCSW228	M2204ZJ	110.2675	21.23277778	202204	2022-Spring	ZJ	Bandicota indica
M2204ZJBCSW229	M2204ZJ	110.2675	21.23277778	202204	2022-Spring	ZJ	Bandicota indica
M2204ZJBCSW230	M2204ZJ	110.2675	21.23277778	202204	2022-Spring	ZJ	Bandicota indica
M2204ZJBCSW231	M2204ZJ	110.2675	21.23277778	202204	2022-Spring	ZJ	Bandicota indica
M2204ZJBCSW232	M2204ZJ	110.2688889	21.24305556	202204	2022-Spring	ZJ	Bandicota indica
M2204ZJBCSW233	M2204ZJ	110.2688889	21.24305556	202204	2022-Spring	ZJ	Bandicota indica
M2204ZJBCSW234	M2204ZJ	110.2688889	21.24305556	202204	2022-Spring	ZJ	Bandicota indica
M2204ZJBCSW235	M2204ZJ	110.2688889	21.24305556	202204	2022-Spring	ZJ	Bandicota indica
M2204ZJBCSW236	M2204ZJ	110.2688889	21.24305556	202204	2022-Spring	ZJ	Bandicota indica
M2204ZJBCSW237	M2204ZJ	110.2688889	21.24305556	202204	2022-Spring	ZJ	Bandicota indica
M2204ZJCQJH196	M2204ZJ	110.29	21.29611111	202204	2022-Spring	ZJ	Suncus murinus
M2204ZJCQJH197	M2204ZJ	110.29	21.29611111	202204	2022-Spring	ZJ	Suncus murinus
M2204ZJCQJH199	M2204ZJ	110.29	21.29611111	202204	2022-Spring	ZJ	Suncus murinus
M2204ZJCQJH201	M2204ZJ	110.29	21.29611111	202204	2022-Spring	ZJ	Suncus murinus
M2204ZJCQJH203	M2204ZJ	110.29	21.29611111	202204	2022-Spring	ZJ	Suncus murinus
M2204ZJCQJH204	M2204ZJ	110.29	21.29611111	202204	2022-Spring	ZJ	Suncus murinus
M2204ZJCQJH206	M2204ZJ	110.29	21.29611111	202204	2022-Spring	ZJ	Suncus murinus
M2204ZJCQJH207	M2204ZJ	110.29	21.29611111	202204	2022-Spring	ZJ	Suncus murinus
M2204ZJCQJH209	M2204ZJ	110.29	21.29611111	202204	2022-Spring	ZJ	Suncus murinus
M2204ZJCQJH210	M2204ZJ	110.29	21.29611111	202204	2022-Spring	ZJ	Suncus murinus
M2204ZJHJSH183	M2204ZJ	110.29	21.29611111	202204	2022-Spring	ZJ	Rattus norvegicus
M2204ZJHJSH184	M2204ZJ	110.29	21.29611111	202204	2022-Spring	ZJ	Rattus norvegicus
M2204ZJHJSH185	M2204ZJ	110.29	21.29611111	202204	2022-Spring	ZJ	Rattus norvegicus
M2204ZJHJSH186	M2204ZJ	110.29	21.29611111	202204	2022-Spring	ZJ	Rattus norvegicus
M2204ZJHJSW211	M2204ZJ	110.2675	21.23277778	202204	2022-Spring	ZJ	Rattus norvegicus
M2204ZJHMSW214	M2204ZJ	110.2675	21.23277778	202204	2022-Spring	ZJ	Rattus losea
M2204ZJHMSW215	M2204ZJ	110.2675	21.23277778	202204	2022-Spring	ZJ	Rattus losea
M2204ZJHMSW216	M2204ZJ	110.2675	21.23277778	202204	2022-Spring	ZJ	Rattus losea
M2204ZJHMSW217	M2204ZJ	110.2675	21.23277778	202204	2022-Spring	ZJ	Rattus losea
M2204ZJHMSW219	M2204ZJ	110.2688889	21.24305556	202204	2022-Spring	ZJ	Rattus losea
M2204ZJHMSW220	M2204ZJ	110.2688889	21.24305556	202204	2022-Spring	ZJ	Rattus losea
M2204ZJHMSW221	M2204ZJ	110.2688889	21.24305556	202204	2022-Spring	ZJ	Rattus losea
M2204ZJHMSW222	M2204ZJ	110.2688889	21.24305556	202204	2022-Spring	ZJ	Rattus losea
M2204ZJHMSW238	M2204ZJ	110.2688889	21.24305556	202204	2022-Spring	ZJ	Rattus losea
M2204ZJHMSW239	M2204ZJ	110.2688889	21.24305556	202204	2022-Spring	ZJ	Rattus losea
M2204ZJHMSW240	M2204ZJ	110.2688889	21.24305556	202204	2022-Spring	ZJ	Rattus losea
M2204ZJHXSH187	M2204ZJ	110.29	21.29611111	202204	2022-Spring	ZJ	Rattus tanezumi
M2204ZJHXSH188	M2204ZJ	110.29	21.29611111	202204	2022-Spring	ZJ	Rattus tanezumi
M2204ZJHXSH189	M2204ZJ	110.29	21.29611111	202204	2022-Spring	ZJ	Rattus tanezumi
M2204ZJHXSH190	M2204ZJ	110.29	21.29611111	202204	2022-Spring	ZJ	Rattus tanezumi
M2204ZJHXSH191	M2204ZJ	110.29	21.29611111	202204	2022-Spring	ZJ	Rattus tanezumi
M2204ZJHXSH192	M2204ZJ	110.29	21.29611111	202204	2022-Spring	ZJ	Rattus tanezumi
M2204ZJHXSH193	M2204ZJ	110.29	21.29611111	202204	2022-Spring	ZJ	Rattus tanezumi
M2204ZJHXSH194	M2204ZJ	110.29	21.29611111	202204	2022-Spring	ZJ	Rattus tanezumi
M2204ZJHXSH195	M2204ZJ	110.29	21.29611111	202204	2022-Spring	ZJ	Rattus tanezumi
M2204ZJQMSW212	M2204ZJ	110.2688889	21.24305556	202204	2022-Spring	ZJ	Berylmys sp.
M2204ZJWDSW213	M2204ZJ	110.2688889	21.24305556	202204	2022-Spring	ZJ	Rattus andamanensis
M2206APBCSW299	M2206AP	110.0255555	21.4841666	202206	2022-Summer	AP	Bandicota indica
M2206APBCSW300	M2206AP	110.0255555	21.4841666	202206	2022-Summer	AP	Bandicota indica
M2206APBCSW301	M2206AP	110.0255555	21.4841666	202206	2022-Summer	AP	Bandicota indica
M2206APBCSW302	M2206AP	110.0255555	21.4841666	202206	2022-Summer	AP	Bandicota indica
M2206APBCSW303	M2206AP	110.0255555	21.4841666	202206	2022-Summer	AP	Bandicota indica
M2206APBCSW304	M2206AP	110.022205	21.4890749	202206	2022-Summer	AP	Bandicota indica
M2206APBCSW305	M2206AP	110.022205	21.4890749	202206	2022-Summer	AP	Bandicota indica
M2206APBCSW306	M2206AP	110.022205	21.4890749	202206	2022-Summer	AP	Bandicota indica
M2206APBCSW307	M2206AP	110.022205	21.4890749	202206	2022-Summer	AP	Bandicota indica
M2206APBCSW308	M2206AP	110.022205	21.4890749	202206	2022-Summer	AP	Bandicota indica
M2206APBCSW309	M2206AP	110.061969	21.4848533	202206	2022-Summer	AP	Bandicota indica
