"","Individual","Type","Richness"
"1829","M2211APCQJH463","RNA Virus",0
"1830","M2211APCQJH467","RNA Virus",1
"1831","M2211APCQJH469","RNA Virus",1
"1832","M2211APHJSH470","RNA Virus",1
"1833","M2211APHJSH471","RNA Virus",1
"1834","M2211APHJSH474","RNA Virus",1
"1835","M2211APHJSH477","RNA Virus",1
"1836","M2211APHJSH478","RNA Virus",1
"1837","M2211APHJSH479","RNA Virus",1
"1838","M2211APHJSH480","RNA Virus",0
"1839","M2211APHJSH481","RNA Virus",0
"1840","M2211APHXSH482","RNA Virus",1
"1841","M2211APHXSH483","RNA Virus",1
"1842","M2211APHXSH484","RNA Virus",1
"1843","M2211APHXSH487","RNA Virus",1
"1844","M2211APHXSH490","RNA Virus",0
"1845","M2211APHXSH491","RNA Virus",2
"1846","M2211APHXSH492","RNA Virus",1
"1847","M2211APHXSH493","RNA Virus",0
"1848","M2211ZJBCSW436","RNA Virus",2
"1849","M2211ZJBCSW437","RNA Virus",1
"1850","M2211ZJBCSW438","RNA Virus",3
"1851","M2211ZJBCSW439","RNA Virus",1
"1852","M2211ZJCQJH446","RNA Virus",0
"1853","M2211ZJCQJH447","RNA Virus",0
"1854","M2211ZJCQJH457","RNA Virus",0
"1855","M2211ZJHJSH444","RNA Virus",2
"1856","M2211ZJHJSH445","RNA Virus",0
"1857","M2211ZJHMSW433","RNA Virus",1
"1858","M2211ZJHMSW434","RNA Virus",1
"1859","M2211ZJHXSH449","RNA Virus",0
"1860","M2211ZJHXSH451","RNA Virus",0
"1861","M2211ZJHXSW431","RNA Virus",0
"1862","M2211ZJHXSW432","RNA Virus",1
"1863","M2212SGBCSW692","RNA Virus",0
"1864","M2212SGBCSW693","RNA Virus",1
"1865","M2212SGBCSW694","RNA Virus",0
"1866","M2212SGBCSW695","RNA Virus",1
"1867","M2212SGBCSW699","RNA Virus",2
"1868","M2212SGBCSW700","RNA Virus",1
"1869","M2212SGBCSW701","RNA Virus",0
"1870","M2212SGBCSW702","RNA Virus",1
"1871","M2212SGBCSW704","RNA Virus",0
"1872","M2212SGCQJH661","RNA Virus",1
"1873","M2212SGHJSH671","RNA Virus",0
"1874","M2212SGHJSH672","RNA Virus",1
"1875","M2212SGHJSH677","RNA Virus",0
"1876","M2212SGHJSH678","RNA Virus",1
"1877","M2212SGHJSH680","RNA Virus",0
"1878","M2212SGHJSH681","RNA Virus",0
"1879","M2212SGHJSH682","RNA Virus",3
"1880","M2212SGHJSH683","RNA Virus",1
"1881","M2212SGHJSH684","RNA Virus",1
"1882","M2212SGHJSH685","RNA Virus",2
"1883","M2212SGHMSW706","RNA Virus",1
"1884","M2212SGHMSW707","RNA Virus",1
"1885","M2212SGHMSW708","RNA Virus",1
"1886","M2212SGHMSW711","RNA Virus",3
"1887","M2212SGHMSW714","RNA Virus",0
"1888","M2212SGHMSW715","RNA Virus",2
"1889","M2212SGHMSW716","RNA Virus",0
"1890","M2212SGHMSW717","RNA Virus",1
"1891","M2212SGHMSW719","RNA Virus",0
"1892","M2212SGHMSW720","RNA Virus",0
"1893","M2212SGHXSH662","RNA Virus",2
"1894","M2212SGHXSH663","RNA Virus",1
"1895","M2212SGHXSH664","RNA Virus",0
"1896","M2212SGHXSH667","RNA Virus",2
"1897","M2212SGHXSH668","RNA Virus",2
"1898","M2212SSBCSW622","RNA Virus",1
"1899","M2212SSHJSH636","RNA Virus",1
"1900","M2212SSHJSH638","RNA Virus",2
"1901","M2212SSHJSH640","RNA Virus",2
"1902","M2212SSHJSH641","RNA Virus",1
"1903","M2212SSHJSH643","RNA Virus",1
"1904","M2212SSHXSH649","RNA Virus",1
"1905","M2212SSHXSH650","RNA Virus",0
"1906","M2212SSHXSH654","RNA Virus",0
"1907","M2212SSHXSH656","RNA Virus",2
"1908","M2212SSHXSH659","RNA Virus",2
"1909","M2212SSHXSH660","RNA Virus",3
"1910","M2212SZHJSH754","RNA Virus",1
"1911","M2212SZHJSH755","RNA Virus",1
"1912","M2212SZHJSH756","RNA Virus",1
"1913","M2212SZHJSH757","RNA Virus",1
"1914","M2212SZHJSH758","RNA Virus",0
"1915","M2212SZHJSH759","RNA Virus",2
"1916","M2212SZHJSH760","RNA Virus",1
"1917","M2212SZHJSH761","RNA Virus",1
"1918","M2212SZHJSH762","RNA Virus",1
"1919","M2212SZHJSH763","RNA Virus",0
"1920","M2212SZHJSH764","RNA Virus",1
"1921","M2212SZHJSH765","RNA Virus",1
"1922","M2212SZHJSH766","RNA Virus",4
"1923","M2212SZHJSH768","RNA Virus",2
"1924","M2212SZHJSH769","RNA Virus",3
"1925","M2212SZHJSH770","RNA Virus",0
"1926","M2212SZHJSH852","RNA Virus",1
"1927","M2212SZHMSW724","RNA Virus",0
"1928","M2212SZHMSW725","RNA Virus",0
"1929","M2212SZHMSW726","RNA Virus",2
"1930","M2212SZHMSW727","RNA Virus",0
"1931","M2212SZHMSW728","RNA Virus",0
"1932","M2212SZHMSW730","RNA Virus",0
"1933","M2212SZHXSH739","RNA Virus",1
"1934","M2212SZHXSH741","RNA Virus",1
"1935","M2212SZHXSH743","RNA Virus",1
"1936","M2212SZHXSH744","RNA Virus",1
"1937","M2212SZHXSH745","RNA Virus",0
"1938","M2212SZHXSH746","RNA Virus",2
"1939","M2212SZHXSH747","RNA Virus",2
"1940","M2212SZHXSH748","RNA Virus",1
"1941","M2212SZHXSH751","RNA Virus",1
"1942","M2212SZHXSH753","RNA Virus",1
"1943","M2212SZWDSW731","RNA Virus",0
"1944","M2212SZWDSW734","RNA Virus",0
"1945","M2212SZWDSW735","RNA Virus",2
"1946","M2212SZWDSW737","RNA Virus",1
"1947","M2212SZXTSW738","RNA Virus",0
"1948","M2212YFBCSH582","RNA Virus",1
"1949","M2212YFBCSW593","RNA Virus",1
"1950","M2212YFBCSW595","RNA Virus",0
"1951","M2212YFHMSW600","RNA Virus",0
"1952","M2212YFShSW588","RNA Virus",0
"1953","M2212YFShSW589","RNA Virus",0
"1954","M2212YFWDSW606","RNA Virus",0
"1955","M2212YFWDSW607","RNA Virus",0
"1956","M2212YFWDSW609","RNA Virus",0
"1957","M2212YFWDSW614","RNA Virus",0
"1958","M2212YFWDSW615","RNA Virus",1
"1959","M2212YFWDSW616","RNA Virus",0
"1960","M2212YFWDSW617","RNA Virus",0
"1961","M2212YFWDSW619","RNA Virus",0
"1962","M2212YFWDSW620","RNA Virus",0
"1963","M2301APBCSW796","RNA Virus",1
"1964","M2301APBCSW797","RNA Virus",1
"1965","M2301APBCSW799","RNA Virus",2
"1966","M2301APBCSW800","RNA Virus",1
"1967","M2301APBCSW802","RNA Virus",0
"1968","M2301APBCSW803","RNA Virus",2
"1969","M2301APBCSW804","RNA Virus",2
"1970","M2301APBCSW805","RNA Virus",3
"1971","M2301APBCSW807","RNA Virus",0
"1972","M2301APBCSW808","RNA Virus",2
"1973","M2301APBCSW810","RNA Virus",1
"1974","M2301APHJSH781","RNA Virus",0
"1975","M2301APHJSH782","RNA Virus",2
"1976","M2301APHJSH784","RNA Virus",3
"1977","M2301APHJSH785","RNA Virus",0
"1978","M2301APHJSH787","RNA Virus",1
"1979","M2301APHJSH788","RNA Virus",0
"1980","M2301APHJSH790","RNA Virus",2
"1981","M2301APHJSH792","RNA Virus",2
"1982","M2301APHJSH793","RNA Virus",1
"1983","M2301APHJSH794","RNA Virus",0
"1984","M2301APHJSH795","RNA Virus",1
"1985","M2301APHXSH774","RNA Virus",0
"1986","M2301APHXSH777","RNA Virus",1
"1987","M2301APHXSW779","RNA Virus",1
"1988","M2301ZJBCSW814","RNA Virus",3
"1989","M2301ZJBCSW815","RNA Virus",2
"1990","M2301ZJBCSW816","RNA Virus",1
"1991","M2301ZJBCSW817","RNA Virus",1
"1992","M2301ZJBCSW818","RNA Virus",1
"1993","M2301ZJBCSW821","RNA Virus",1
"1994","M2301ZJCQJH811","RNA Virus",1
"1995","M2301ZJCQJH812","RNA Virus",0
"1996","M2301ZJHJSH843","RNA Virus",0
"1997","M2301ZJHJSH845","RNA Virus",0
"1998","M2301ZJHJSH846","RNA Virus",1
"1999","M2301ZJHJSH847","RNA Virus",1
"2000","M2301ZJHJSH848","RNA Virus",1
"2001","M2301ZJHJSH851","RNA Virus",0
"2002","M2301ZJHMSW823","RNA Virus",1
"2003","M2301ZJHMSW826","RNA Virus",0
"2004","M2301ZJHMSW831","RNA Virus",0
"2005","M2301ZJHMSW854","RNA Virus",0
"2006","M2301ZJHXSH832","RNA Virus",1
"2007","M2301ZJHXSH833","RNA Virus",0
"2008","M2301ZJHXSH834","RNA Virus",0
"2009","M2301ZJHXSH835","RNA Virus",0
"2010","M2301ZJHXSH836","RNA Virus",1
"2011","M2301ZJHXSH838","RNA Virus",0
"2012","M2301ZJHXSH839","RNA Virus",1
